,,,,,,,,,,,
,3 : 7 mhs,3 : 6 mhs,3 : 5 mhs,3 : 4 mhs,3 : 7 mhs,3 : 9 mhs,3 : 10 mhs,3 : 8 mhs,3 : 6 mhs,3 : 9 mhs,
,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,
,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,
,,,,,,,,,,,95.33 (4)
,Saran,,,,,,,,,,
,1.Semangat Terus,,,,,,,,,,
,,,,,,,,,,,
,"EGIA ROSI SUBHIYAKTO, M.Kom-SOFTWARE QUALITY AND TESTING - A11.4503",,,,,,,,,,
,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Skor
,4 : 26 mhs,4 : 24 mhs,4 : 22 mhs,4 : 34 mhs,4 : 23 mhs,4 : 25 mhs,4 : 21 mhs,4 : 26 mhs,4 : 23 mhs,4 : 25 mhs,
,3 : 14 mhs,3 : 16 mhs,3 : 18 mhs,3 : 6 mhs,3 : 16 mhs,3 : 15 mhs,3 : 19 mhs,3 : 14 mhs,3 : 17 mhs,3 : 15 mhs,
,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 1 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,
,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,
,,,,,,,,,,,90.50 (4)
,Saran,,,,,,,,,,
,1.Mantaps semangat pak,,,,,,,,,,
,2.semoga bapak/ibu tetap menjadi pengajar yang asyik dan menyenangkan saat mengajar sehingga mahasiswa mudah memahami materi yang disampaikan,,,,,,,,,,
,3.Cukup,,,,,,,,,,
,4.Cukup baik,,,,,,,,,,
,5.Terima kasih atas ilmunya pak,,,,,,,,,,
,,,,,,,,,,,
,"EGIA ROSI SUBHIYAKTO, M.Kom-REKAYASA PERANGKAT LUNAK LANJUT - A11.43RPL1",,,,,,,,,,
,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Skor
,4 : 6 mhs,4 : 6 mhs,4 : 6 mhs,4 : 11 mhs,4 : 8 mhs,4 : 8 mhs,4 : 4 mhs,4 : 8 mhs,4 : 8 mhs,4 : 8 mhs,
,3 : 7 mhs,3 : 7 mhs,3 : 7 mhs,3 : 2 mhs,3 : 5 mhs,3 : 5 mhs,3 : 9 mhs,3 : 5 mhs,3 : 5 mhs,3 : 5 mhs,
,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,
,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,
,,,,,,,,,,,89.04 (3)
,Saran,,,,,,,,,,
,1.ck,,,,,,,,,,
,,,,,,,,,,,
,"EGIA ROSI SUBHIYAKTO, M.Kom-REKAYASA PERANGKAT LUNAK LANJUT - A11.4523",,,,,,,,,,
,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Skor
,4 : 26 mhs,4 : 22 mhs,4 : 20 mhs,4 : 28 mhs,4 : 23 mhs,4 : 27 mhs,4 : 18 mhs,4 : 24 mhs,4 : 24 mhs,4 : 25 mhs,
,3 : 11 mhs,3 : 16 mhs,3 : 17 mhs,3 : 9 mhs,3 : 15 mhs,3 : 11 mhs,3 : 16 mhs,3 : 13 mhs,3 : 13 mhs,3 : 12 mhs,
,2 : 1 mhs,2 : 0 mhs,2 : 0 mhs,2 : 1 mhs,2 : 0 mhs,2 : 0 mhs,2 : 2 mhs,2 : 0 mhs,2 : 1 mhs,2 : 1 mhs,
,1 : 0 mhs,1 : 0 mhs,1 : 1 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 2 mhs,1 : 1 mhs,1 : 0 mhs,1 : 0 mhs,
,,,,,,,,,,,89.67 (3)
,Saran,,,,,,,,,,
,1.bisa menambahkan soal latihan selain untuk tugas,,,,,,,,,,
,"2.Terimakasih pak sudah mau mengajar saya dan teman"" dengan senqng hati",,,,,,,,,,
,3.gg,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
3,"FERI AGUSTINA, M.Kom-SISTEM INFORMASI - A11.43MBKM",,,,,,,,,,
,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Skor
,4 : 82 mhs,4 : 78 mhs,4 : 79 mhs,4 : 91 mhs,4 : 84 mhs,4 : 79 mhs,4 : 80 mhs,4 : 79 mhs,4 : 81 mhs,4 : 85 mhs,
,3 : 33 mhs,3 : 37 mhs,3 : 36 mhs,3 : 23 mhs,3 : 31 mhs,3 : 36 mhs,3 : 35 mhs,3 : 36 mhs,3 : 33 mhs,3 : 30 mhs,
,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 1 mhs,2 : 0 mhs,
,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 1 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,
,,,,,,,,,,,92.72 (4)
,Saran,,,,,,,,,,
,"1.Sangat interaktif
",,,,,,,,,,
,2.di tingkatkan lg,,,,,,,,,,
,3.mantab,,,,,,,,,,
,4.ya nda tau kok tanya saya,,,,,,,,,,
,5.Semoga lebih baik lagi,,,,,,,,,,
,6.baik,,,,,,,,,,
,7.belum ada,,,,,,,,,,
,8.baik,,,,,,,,,,
,9.baik,,,,,,,,,,
,10.semoga lebih baik lagi dalam mengajar,,,,,,,,,,
,11.terima kasish,,,,,,,,,,
,12.Dapat ditingkatkan kembali ,,,,,,,,,,
,13. ,,,,,,,,,,
,14.Semangat pak,,,,,,,,,,
,15.Sedang mengikuti kegiatan MSIB 3. Terimakasih semoga ilmu yang diberikan oleh bapak dan ibu dosen bermanfaat,,,,,,,,,,
,16.Belum ada,,,,,,,,,,
,17.terbaik,,,,,,,,,,
,,,,,,,,,,,
,"FERI AGUSTINA, M.Kom-STRUKTUR DATA - A11.43UG2",,,,,,,,,,
,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Skor
,4 : 31 mhs,4 : 26 mhs,4 : 26 mhs,4 : 35 mhs,4 : 27 mhs,4 : 25 mhs,4 : 25 mhs,4 : 26 mhs,4 : 28 mhs,4 : 26 mhs,
,3 : 9 mhs,3 : 14 mhs,3 : 13 mhs,3 : 5 mhs,3 : 13 mhs,3 : 15 mhs,3 : 15 mhs,3 : 14 mhs,3 : 12 mhs,3 : 14 mhs,
,2 : 0 mhs,2 : 0 mhs,2 : 1 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,
,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,
,,,,,,,,,,,92.13 (4)
,Saran,,,,,,,,,,
,1.Sehat- sehat pak feri,,,,,,,,,,
,2.andalan,,,,,,,,,,
,3.Sempurna & TOP,,,,,,,,,,
,4.tidak ada,,,,,,,,,,
,5.Semoga lebih baik kedepannya,,,,,,,,,,
,,,,,,,,,,,
,"FERI AGUSTINA, M.Kom-STRUKTUR DATA - A11.4307",,,,,,,,,,
,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Skor
,4 : 15 mhs,4 : 12 mhs,4 : 11 mhs,4 : 15 mhs,4 : 14 mhs,4 : 11 mhs,4 : 11 mhs,4 : 12 mhs,4 : 14 mhs,4 : 12 mhs,
,3 : 6 mhs,3 : 8 mhs,3 : 9 mhs,3 : 6 mhs,3 : 7 mhs,3 : 10 mhs,3 : 8 mhs,3 : 8 mhs,3 : 6 mhs,3 : 8 mhs,
,2 : 0 mhs,2 : 1 mhs,2 : 1 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 1 mhs,2 : 1 mhs,2 : 1 mhs,2 : 1 mhs,
,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 1 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,
,,,,,,,,,,,89.17 (3)
,Saran,,,,,,,,,,
,1.good,,,,,,,,,,
,2.tidak adu,,,,,,,,,,
,3.baik,,,,,,,,,,
,4.tidak ada saran,,,,,,,,,,
,,,,,,,,,,,
,"FERI AGUSTINA, M.Kom-STRATEGI ALGORITMA - A11.4515",,,,,,,,,,
,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Skor
,4 : 21 mhs,4 : 19 mhs,4 : 20 mhs,4 : 28 mhs,4 : 21 mhs,4 : 21 mhs,4 : 21 mhs,4 : 20 mhs,4 : 20 mhs,4 : 19 mhs,
,3 : 12 mhs,3 : 13 mhs,3 : 13 mhs,3 : 4 mhs,3 : 11 mhs,3 : 11 mhs,3 : 12 mhs,3 : 12 mhs,3 : 12 mhs,3 : 13 mhs,
,2 : 0 mhs,2 : 1 mhs,2 : 0 mhs,2 : 1 mhs,2 : 1 mhs,2 : 1 mhs,2 : 0 mhs,2 : 1 mhs,2 : 1 mhs,2 : 1 mhs,
,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,
,,,,,,,,,,,90.38 (4)
,Saran,,,,,,,,,,
,1.Tidak ada saran,,,,,,,,,,
,2.Belum,,,,,,,,,,
,,,,,,,,,,,
,"FERI AGUSTINA, M.Kom-STRUKTUR DATA - A11.4303",,,,,,,,,,
,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Skor
,4 : 26 mhs,4 : 22 mhs,4 : 20 mhs,4 : 27 mhs,4 : 25 mhs,4 : 24 mhs,4 : 14 mhs,4 : 24 mhs,4 : 18 mhs,4 : 20 mhs,
,3 : 9 mhs,3 : 13 mhs,3 : 15 mhs,3 : 8 mhs,3 : 10 mhs,3 : 11 mhs,3 : 20 mhs,3 : 11 mhs,3 : 17 mhs,3 : 15 mhs,
,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 1 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,
,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,
,,,,,,,,,,,90.64 (4)
,Saran,,,,,,,,,,
,1.Bagus,,,,,,,,,,
,2.semoga bapak/ibu tetap menjadi pengajar yang asyik dan menyenangkan saat mengajar sehingga mahasiswa mudah memahami materi yang disampaikan,,,,,,,,,,
,"3.Pertahankan pak, semangat",,,,,,,,,,
,4.tidak ada,,,,,,,,,,
,5.Top Markotop Pak Feri!,,,,,,,,,,
,,,,,,,,,,,
,"FERI AGUSTINA, M.Kom-STRUKTUR DATA - A11.43UG1",,,,,,,,,,
,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Skor
,4 : 30 mhs,4 : 30 mhs,4 : 28 mhs,4 : 33 mhs,4 : 31 mhs,4 : 33 mhs,4 : 24 mhs,4 : 26 mhs,4 : 28 mhs,4 : 27 mhs,
,3 : 10 mhs,3 : 11 mhs,3 : 13 mhs,3 : 8 mhs,3 : 10 mhs,3 : 8 mhs,3 : 16 mhs,3 : 15 mhs,3 : 13 mhs,3 : 13 mhs,
,2 : 1 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 1 mhs,2 : 0 mhs,2 : 0 mhs,2 : 1 mhs,
,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,
,,,,,,,,,,,92.50 (4)
,Saran,,,,,,,,,,
,1.kadang seru kadang serem,,,,,,,,,,
,2.ck,,,,,,,,,,
,3.Implementasi program dan penyampaian materi yang diberikan sudah cukup baik,,,,,,,,,,
,4.Implementasi program dan materi yang diberikan sudah cukup baik,,,,,,,,,,
,5.terimakasih pak feri,,,,,,,,,,
,,,,,,,,,,,
,"FERI AGUSTINA, M.Kom-STRATEGI ALGORITMA - A11.4506",,,,,,,,,,
,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Skor
,4 : 23 mhs,4 : 22 mhs,4 : 20 mhs,4 : 28 mhs,4 : 21 mhs,4 : 21 mhs,4 : 15 mhs,4 : 19 mhs,4 : 23 mhs,4 : 22 mhs,
,3 : 14 mhs,3 : 16 mhs,3 : 16 mhs,3 : 10 mhs,3 : 16 mhs,3 : 17 mhs,3 : 21 mhs,3 : 19 mhs,3 : 15 mhs,3 : 16 mhs,
,2 : 1 mhs,2 : 0 mhs,2 : 2 mhs,2 : 0 mhs,2 : 1 mhs,2 : 0 mhs,2 : 2 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,
,1 : 1 mhs,1 : 1 mhs,1 : 1 mhs,1 : 1 mhs,1 : 1 mhs,1 : 1 mhs,1 : 1 mhs,1 : 1 mhs,1 : 1 mhs,1 : 1 mhs,
,,,,,,,,,,,87.05 (3)
,Saran,,,,,,,,,,
,1.Mata kuliah ini akan menyenangkan jika saya lebih memahami materinya. Jika saya paham maka saya bisa. Semoga nilai akhir saya bagus!,,,,,,,,,,
,2..,,,,,,,,,,
,3.tidak ada saran,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
4,"DEFRI KURNIAWAN, M.Kom-SISTEM BASIS DATA - A11.43UG2",,,,,,,,,,
,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Skor
,4 : 29 mhs,4 : 32 mhs,4 : 30 mhs,4 : 38 mhs,4 : 30 mhs,4 : 25 mhs,4 : 27 mhs,4 : 24 mhs,4 : 26 mhs,4 : 28 mhs,
,3 : 11 mhs,3 : 8 mhs,3 : 10 mhs,3 : 2 mhs,3 : 10 mhs,3 : 15 mhs,3 : 13 mhs,3 : 15 mhs,3 : 14 mhs,3 : 12 mhs,
,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 1 mhs,2 : 0 mhs,2 : 0 mhs,
,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,
,,,,,,,,,,,93.00 (4)
,Saran,,,,,,,,,,
,"1.sehat sehat pak, pak defri ngajarnya enak ",,,,,,,,,,
,2.mantap pak,,,,,,,,,,
,3.tidak ada,,,,,,,,,,
,4.semoga lebih baik kedepannya,,,,,,,,,,
,,,,,,,,,,,
,"DEFRI KURNIAWAN, M.Kom-SISTEM BASIS DATA - A11.43MBKM",,,,,,,,,,
,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Skor
,4 : 116 mhs,4 : 112 mhs,4 : 118 mhs,4 : 139 mhs,4 : 121 mhs,4 : 114 mhs,4 : 114 mhs,4 : 119 mhs,4 : 115 mhs,4 : 118 mhs,
,3 : 54 mhs,3 : 58 mhs,3 : 53 mhs,3 : 31 mhs,3 : 49 mhs,3 : 57 mhs,3 : 57 mhs,3 : 52 mhs,3 : 55 mhs,3 : 53 mhs,
,2 : 2 mhs,2 : 2 mhs,2 : 1 mhs,2 : 1 mhs,2 : 1 mhs,2 : 0 mhs,2 : 0 mhs,2 : 0 mhs,2 : 1 mhs,2 : 0 mhs,
,1 : 0 mhs,1 : 0 mhs,1 : 0 mhs,1 : 1 mhs,1 : 1 mhs,1 : 1 mhs,1 : 1 mhs,1 : 1 mhs,1 : 1 mhs,1 : 1 mhs,
,,,,,,,,,,,91.92 (4)
,Saran,,,,,,,,,,
,1.Sangat komunikatif,,,,,,,,,,
,2.tidak ada,,,,,,,,,,
,3.tidak ada,,,,,,,,,,
,4.. ,,,,,,,,,,
,5.mantab,,,,,,,,,,
,6.bapaknya kalo ngajar lucu hihi,,,,,,,,,,
,7.Semoga lebih baik lagi ,,,,,,,,,,
,8.Tidak ada,,,,,,,,,,
,9.baik,,,,,,,,,,
,10.belumada,,,,,,,,,,
,11.baik,,,,,,,,,,
,12.baik,,,,,,,,,,
,13.semoga lebih baik lagi dalam mengajar,,,,,,,,,,
,14.tidak ada,,,,,,,,,,
,15.Sudah cukup,,,,,,,,,,
,16.Terimakasih atas materi dan pembelajarannya.,,,,,,,,,,
,17.terima kasih,,,,,,,,,,
,"18.Sudah cukup bagus, bisa ditingkatkan kembali",,,,,,,,,,
,19.mantap,,,,,,,,,,
,20.tidak ada saran apa apa,,,,,,,,,,
,21.semangat terus pak,,,,,,,,,,
,22.baik,,,,,,,,,,
,23.pertahankan,,,,,,,,,,
,24.Ok,,,,,,,,,,
,25.Sedang mengikuti kegiatan MSIB 3. Terimakasih semoga ilmu yang diberikan oleh bapak dan ibu dosen bermanfaat,,,,,,,,,,
,"26.Alangkah lebih baik jika, tidak hanya menyediakan tetapi juga membimbing / mengarahkan sesuai kebutuhan mahasiswa.",,,,,,,,,,
,27.terbaik,,,,,,,,,,
,,,,,,,,,,,
